"","SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","ReactionTime","UncerCond","RewardedOrNot","RewardProp_WTA","RewardProp_PWRL","RewardProp_BISAW","RewardSucc_WTA","RewardSucc_PWRL","RewardSucc_BISAW","RewardFail_WTA","RewardFail_PWRL","RewardFail_BISAW"
"256",2,56,1,0,0,1,10,330,1016,"SU",1,0.65,0.61,0.62,65,61,62,35,39,38
"257",2,57,1,1,1,1,10,340,733,"SU",1,0.57,0.55,0.56,57,55,56,43,45,44
"258",2,58,1,0,1,0,0,340,1616,"SU",0,0.57,0.64,0.62,57,64,62,43,36,38
"259",2,59,1,0,0,1,10,350,633,"SU",1,0.6,0.57,0.64,60,57,64,40,43,36
"260",2,60,1,0,1,0,0,350,1983,"SU",0,0.66,0.5,0.64,66,50,64,34,50,36
"261",2,61,1,0,0,1,10,360,1000,"SU",1,0.65,0.58,0.63,65,58,63,35,42,37
"262",2,62,1,0,1,0,0,360,950,"SU",0,0.61,0.49,0.61,61,49,61,39,51,39
"263",2,63,1,0,0,1,10,370,1216,"SU",1,0.64,0.6,0.61,64,60,61,36,40,39
"264",2,64,1,0,0,1,10,380,700,"SU",1,0.54,0.65,0.59,54,65,59,46,35,41
"265",2,65,1,0,0,1,10,390,766,"SU",1,0.68,0.64,0.61,68,64,61,32,36,39
"266",2,66,1,1,1,1,10,400,1033,"SU",1,0.41,0.61,0.51,41,61,51,59,39,49
"267",2,67,1,0,0,1,10,410,1183,"SU",1,0.62,0.55,0.58,62,55,58,38,45,42
"268",2,68,1,1,0,0,0,410,1083,"SU",0,0.47,0.5,0.58,47,50,58,53,50,42
"269",2,69,1,1,1,1,10,420,1266,"SU",1,0.53,0.54,0.57,53,54,57,47,46,43
"270",2,70,1,1,0,0,0,420,1300,"SU",0,0.55,0.6,0.66,55,60,66,45,40,34
"271",2,71,1,0,0,1,10,430,1783,"SU",1,0.45,0.63,0.51,45,63,51,55,37,49
"272",2,72,1,1,1,1,10,440,933,"SU",1,0.53,0.46,0.63,53,46,63,47,54,37
"273",2,73,1,1,1,1,10,450,916,"SU",1,0.53,0.6,0.63,53,60,63,47,40,37
"274",2,74,1,1,1,1,10,460,866,"SU",1,0.56,0.55,0.65,56,55,65,44,45,35
"275",2,75,1,0,1,0,0,460,1216,"SU",0,0.58,0.58,0.59,58,58,59,42,42,41
"276",2,76,1,1,0,0,0,460,683,"SU",0,0.55,0.53,0.59,55,53,59,45,47,41
"277",2,77,1,1,1,1,10,470,916,"SU",1,0.69,0.53,0.57,69,53,57,31,47,43
"278",2,78,1,0,1,0,0,470,900,"SU",0,0.53,0.59,0.59,53,59,59,47,41,41
"279",2,79,1,0,1,0,0,470,1683,"SU",0,0.59,0.51,0.6,59,51,60,41,49,40
"280",2,80,1,1,0,0,0,470,916,"SU",0,0.55,0.51,0.6,55,51,60,45,49,40
"281",2,81,1,1,1,1,10,480,1166,"SU",1,0.56,0.61,0.63,56,61,63,44,39,37
"282",2,82,1,0,0,1,10,490,1316,"SU",1,0.57,0.5,0.55,57,50,55,43,50,45
"283",2,83,1,0,0,1,10,500,1550,"SU",1,0.64,0.53,0.53,64,53,53,36,47,47
"284",2,84,1,0,0,1,10,510,1616,"SU",1,0.61,0.67,0.62,61,67,62,39,33,38
"285",2,85,1,1,0,0,0,510,1150,"SU",0,0.66,0.63,0.54,66,63,54,34,37,46
"286",2,86,1,0,1,0,0,510,900,"SU",0,0.66,0.63,0.64,66,63,64,34,37,36
"287",2,87,1,1,0,0,0,510,883,"SU",0,0.66,0.63,0.6,66,63,60,34,37,40
"288",2,88,1,1,0,0,0,510,1033,"SU",0,0.69,0.55,0.62,69,55,62,31,45,38
"289",2,89,1,1,1,1,10,520,800,"SU",1,0.51,0.68,0.66,51,68,66,49,32,34
"290",2,90,1,1,0,0,0,520,966,"SU",0,0.62,0.5,0.65,62,50,65,38,50,35
"291",2,91,1,1,0,0,0,520,1133,"SU",0,0.64,0.56,0.66,64,56,66,36,44,34
"292",2,92,1,1,1,1,10,530,1716,"SU",1,0.67,0.5,0.6,67,50,60,33,50,40
"293",2,93,1,1,0,0,0,530,1833,"SU",0,0.6,0.63,0.59,60,63,59,40,37,41
"294",2,94,1,0,1,0,0,530,1216,"SU",0,0.57,0.6,0.52,57,60,52,43,40,48
"295",2,95,1,0,1,0,0,530,2100,"SU",0,0.52,0.58,0.63,52,58,63,48,42,37
"296",2,96,1,1,0,0,0,530,816,"SU",0,0.58,0.45,0.6,58,45,60,42,55,40
"297",2,97,1,1,0,0,0,530,866,"SU",0,0.61,0.57,0.59,61,57,59,39,43,41
"298",2,98,1,0,0,1,10,540,1750,"SU",1,0.52,0.56,0.57,52,56,57,48,44,43
"299",2,99,1,0,0,1,10,550,700,"SU",1,0.59,0.46,0.58,59,46,58,41,54,42
"300",2,100,1,0,0,1,10,560,1150,"SU",1,0.56,0.53,0.54,56,53,54,44,47,46
"301",2,101,0,1,0,0,0,560,950,"SU",0,0.35,0.46,0.53,35,46,53,65,54,47
"302",2,102,0,1,0,0,0,560,1233,"SU",0,0.52,0.46,0.58,52,46,58,48,54,42
"303",2,103,0,1,1,1,10,570,683,"SU",1,0.54,0.46,0.54,54,46,54,46,54,46
"304",2,104,0,1,1,1,10,580,783,"SU",1,0.56,0.38,0.59,56,38,59,44,62,41
"305",2,105,0,0,1,0,0,580,833,"SU",0,0.38,0.4,0.39,38,40,39,62,60,61
"306",2,106,0,0,0,1,10,590,1083,"SU",1,0.34,0.48,0.47,34,48,47,66,52,53
"307",2,107,0,0,0,1,10,600,933,"SU",1,0.38,0.42,0.52,38,42,52,62,58,48
"308",2,108,0,1,1,1,10,610,1033,"SU",1,0.62,0.45,0.53,62,45,53,38,55,47
"309",2,109,0,0,0,1,10,620,900,"SU",1,0.45,0.39,0.55,45,39,55,55,61,45
"310",2,110,0,0,0,1,10,630,1066,"SU",1,0.57,0.48,0.51,57,48,51,43,52,49
"311",2,111,0,0,0,1,10,640,816,"SU",1,0.59,0.55,0.57,59,55,57,41,45,43
"312",2,112,0,1,0,0,0,640,1883,"SU",0,0.59,0.45,0.55,59,45,55,41,55,45
"313",2,113,0,0,1,0,0,640,1716,"SU",0,0.57,0.46,0.63,57,46,63,43,54,37
"314",2,114,0,1,0,0,0,640,1233,"SU",0,0.58,0.42,0.57,58,42,57,42,58,43
"315",2,115,0,0,1,0,0,640,2750,"SU",0,0.57,0.58,0.51,57,58,51,43,42,49
"316",2,116,0,1,1,1,10,650,1300,"SU",1,0.54,0.56,0.56,54,56,56,46,44,44
"317",2,117,0,1,1,1,10,660,1033,"SU",1,0.55,0.55,0.56,55,55,56,45,45,44
"318",2,118,0,1,0,0,0,660,1050,"SU",0,0.64,0.52,0.54,64,52,54,36,48,46
"319",2,119,0,0,1,0,0,660,1066,"SU",0,0.54,0.58,0.53,54,58,53,46,42,47
"320",2,120,0,1,1,1,10,670,950,"SU",1,0.64,0.48,0.66,64,48,66,36,52,34
"321",2,121,0,1,0,0,0,670,950,"SU",0,0.69,0.58,0.69,69,58,69,31,42,31
"322",2,122,0,1,0,0,0,670,1050,"SU",0,0.63,0.56,0.61,63,56,61,37,44,39
"323",2,123,0,0,0,1,10,680,700,"SU",1,0.55,0.47,0.53,55,47,53,45,53,47
"324",2,124,0,0,0,1,10,690,700,"SU",1,0.53,0.58,0.57,53,58,57,47,42,43
"325",2,125,0,1,1,1,10,700,1066,"SU",1,0.56,0.43,0.64,56,43,64,44,57,36
"326",2,126,0,0,1,0,0,700,1016,"SU",0,0.63,0.5,0.53,63,50,53,37,50,47
"327",2,127,0,0,0,1,10,710,1183,"SU",1,0.63,0.54,0.54,63,54,54,37,46,46
"328",2,128,0,0,0,1,10,720,716,"SU",1,0.63,0.59,0.56,63,59,56,37,41,44
"329",2,129,0,0,0,1,10,730,1133,"SU",1,0.62,0.56,0.65,62,56,65,38,44,35
"330",2,130,0,0,1,0,0,730,1500,"SU",0,0.56,0.49,0.58,56,49,58,44,51,42
"331",2,131,0,0,0,1,10,740,616,"SU",1,0.59,0.62,0.51,59,62,51,41,38,49
"332",2,132,0,1,1,1,10,750,1300,"SU",1,0.54,0.49,0.64,54,49,64,46,51,36
"333",2,133,0,1,1,1,10,760,916,"SU",1,0.55,0.49,0.6,55,49,60,45,51,40
"334",2,134,0,0,1,0,0,760,1966,"SU",0,0.63,0.56,0.52,63,56,52,37,44,48
"335",2,135,0,1,0,0,0,760,700,"SU",0,0.63,0.54,0.63,63,54,63,37,46,37
"336",2,136,0,0,0,1,10,770,1000,"SU",1,0.64,0.61,0.69,64,61,69,36,39,31
"337",2,137,0,1,1,1,10,780,1266,"SU",1,0.62,0.58,0.61,62,58,61,38,42,39
"338",2,138,0,1,1,1,10,790,1083,"SU",1,0.64,0.62,0.62,64,62,62,36,38,38
"339",2,139,0,1,1,1,10,800,1350,"SU",1,0.66,0.52,0.64,66,52,64,34,48,36
"340",2,140,0,1,1,1,10,810,1016,"SU",1,0.68,0.65,0.59,68,65,59,32,35,41
"341",2,141,0,0,0,1,10,820,1333,"SU",1,0.63,0.54,0.57,63,54,57,37,46,43
"342",2,142,0,1,0,0,0,820,1333,"SU",0,0.57,0.55,0.64,57,55,64,43,45,36
"343",2,143,0,0,0,1,10,830,700,"SU",1,0.52,0.6,0.5,52,60,50,48,40,50
"344",2,144,0,1,1,1,10,840,1166,"SU",1,0.59,0.46,0.64,59,46,64,41,54,36
"345",2,145,0,0,0,1,10,850,933,"SU",1,0.57,0.61,0.58,57,61,58,43,39,42
"346",2,146,0,1,0,0,0,850,1450,"SU",0,0.62,0.59,0.58,62,59,58,38,41,42
"347",2,147,0,1,0,0,0,850,766,"SU",0,0.64,0.65,0.69,64,65,69,36,35,31
"348",2,148,0,1,1,1,10,860,1083,"SU",1,0.59,0.56,0.69,59,56,69,41,44,31
"349",2,149,0,1,1,1,10,870,866,"SU",1,0.59,0.6,0.68,59,60,68,41,40,32
"350",2,150,0,1,0,0,0,870,850,"SU",0,0.6,0.61,0.66,60,61,66,40,39,34
"351",2,151,0,0,1,0,0,870,1250,"SU",0,0.6,0.58,0.58,60,58,58,40,42,42
"352",2,152,0,1,0,0,0,870,800,"SU",0,0.63,0.52,0.65,63,52,65,37,48,35
"353",2,153,0,0,1,0,0,870,1050,"SU",0,0.52,0.46,0.52,52,46,52,48,54,48
"354",2,154,0,0,0,1,10,880,683,"SU",1,0.67,0.51,0.65,67,51,65,33,49,35
"355",2,155,0,0,1,0,0,880,866,"SU",0,0.71,0.57,0.63,71,57,63,29,43,37
"356",2,156,0,0,0,1,10,890,616,"SU",1,0.61,0.54,0.67,61,54,67,39,46,33
"357",2,157,0,1,1,1,10,900,1283,"SU",1,0.59,0.58,0.56,59,58,56,41,42,44
"358",2,158,0,1,1,1,10,910,1100,"SU",1,0.58,0.56,0.57,58,56,57,42,44,43
"359",2,159,0,1,1,1,10,920,1183,"SU",1,0.67,0.59,0.6,67,59,60,33,41,40
"360",2,160,0,0,1,0,0,920,1466,"SU",0,0.62,0.62,0.52,62,62,52,38,38,48
"361",2,161,0,0,1,0,0,920,983,"SU",0,0.6,0.51,0.58,60,51,58,40,49,42
"362",2,162,0,1,1,1,10,930,983,"SU",1,0.55,0.53,0.57,55,53,57,45,47,43
"363",2,163,0,0,1,0,0,930,1783,"SU",0,0.62,0.66,0.59,62,66,59,38,34,41
"364",2,164,0,1,0,0,0,930,966,"SU",0,0.59,0.63,0.55,59,63,55,41,37,45
"365",2,165,0,0,0,1,10,940,816,"SU",1,0.61,0.63,0.6,61,63,60,39,37,40
"366",2,166,0,0,1,0,0,940,883,"SU",0,0.68,0.56,0.55,68,56,55,32,44,45
"367",2,167,0,0,0,1,10,950,766,"SU",1,0.64,0.58,0.61,64,58,61,36,42,39
"368",2,168,0,0,0,1,10,960,1583,"SU",1,0.64,0.53,0.64,64,53,64,36,47,36
"369",2,169,0,1,1,1,10,970,1383,"SU",1,0.51,0.66,0.6,51,66,60,49,34,40
"370",2,170,0,0,1,0,0,970,1500,"SU",0,0.66,0.48,0.67,66,48,67,34,52,33
"371",2,171,0,1,0,0,0,970,700,"SU",0,0.43,0.63,0.6,43,63,60,57,37,40
"372",2,172,0,1,1,1,10,980,1233,"SU",1,0.69,0.62,0.65,69,62,65,31,38,35
"373",2,173,0,0,1,0,0,980,1950,"SU",0,0.66,0.61,0.63,66,61,63,34,39,37
"374",2,174,0,1,1,1,10,990,950,"SU",1,0.57,0.5,0.55,57,50,55,43,50,45
"375",2,175,0,0,0,1,10,1000,1733,"SU",1,0.64,0.6,0.62,64,60,62,36,40,38
"376",2,176,0,1,1,1,10,1010,833,"SU",1,0.56,0.54,0.59,56,54,59,44,46,41
"377",2,177,0,1,1,1,10,1020,1150,"SU",1,0.55,0.61,0.66,55,61,66,45,39,34
"378",2,178,0,0,0,1,10,1030,733,"SU",1,0.59,0.55,0.57,59,55,57,41,45,43
"379",2,179,0,0,0,1,10,1040,1183,"SU",1,0.63,0.63,0.58,63,63,58,37,37,42
"380",2,180,0,1,1,1,10,1050,1066,"SU",1,0.53,0.65,0.59,53,65,59,47,35,41
"381",2,181,0,0,0,1,10,1060,933,"SU",1,0.64,0.62,0.55,64,62,55,36,38,45
"382",2,182,0,1,1,1,10,1070,983,"SU",1,0.69,0.66,0.5,69,66,50,31,34,50
"383",2,183,0,1,1,1,10,1080,1050,"SU",1,0.59,0.57,0.65,59,57,65,41,43,35
"384",2,184,0,1,1,1,10,1090,716,"SU",1,0.65,0.56,0.66,65,56,66,35,44,34
"385",2,185,0,0,1,0,0,1090,1066,"SU",0,0.6,0.6,0.51,60,60,51,40,40,49
"386",2,186,0,0,0,1,10,1100,616,"SU",1,0.56,0.64,0.61,56,64,61,44,36,39
"387",2,187,0,1,0,0,0,1100,1000,"SU",0,0.46,0.56,0.52,46,56,52,54,44,48
"388",2,188,0,0,0,1,10,1110,833,"SU",1,0.44,0.58,0.53,44,58,53,56,42,47
"389",2,189,0,1,0,0,0,1110,783,"SU",0,0.56,0.58,0.48,56,58,48,44,42,52
"390",2,190,0,0,0,1,10,1120,650,"SU",1,0.65,0.65,0.63,65,65,63,35,35,37
"391",2,191,0,1,1,1,10,1130,1183,"SU",1,0.66,0.57,0.57,66,57,57,34,43,43
"392",2,192,0,0,1,0,0,1130,866,"SU",0,0.57,0.57,0.52,57,57,52,43,43,48
"393",2,193,0,0,1,0,0,1130,900,"SU",0,0.63,0.56,0.56,63,56,56,37,44,44
"394",2,194,0,0,0,1,10,1140,816,"SU",1,0.65,0.63,0.58,65,63,58,35,37,42
"395",2,195,0,1,1,1,10,1150,1400,"SU",1,0.65,0.51,0.58,65,51,58,35,49,42
"396",2,196,0,0,1,0,0,1150,1916,"SU",0,0.65,0.55,0.55,65,55,55,35,45,45
"397",2,197,0,1,1,1,10,1160,766,"SU",1,0.59,0.54,0.59,59,54,59,41,46,41
"398",2,198,0,0,0,1,10,1170,950,"SU",1,0.61,0.63,0.74,61,63,74,39,37,26
"399",2,199,0,0,0,1,10,1180,1850,"SU",1,0.66,0.53,0.55,66,53,55,34,47,45
"400",2,200,0,1,0,0,0,1180,1100,"SU",0,0.58,0.56,0.47,58,56,47,42,44,53
"401",3,1,0,0,1,0,0,0,4568,"SU",0,0.53,0.52,0.5,53,52,50,47,48,50
"402",3,2,0,1,1,1,10,10,1349,"SU",1,0.58,0.45,0.47,58,45,47,42,55,53
"403",3,3,0,0,1,0,0,10,816,"SU",0,0.62,0.59,0.56,62,59,56,38,41,44
"404",3,4,0,0,0,1,10,20,2768,"SU",1,0.74,0.56,0.63,74,56,63,26,44,37
"405",3,5,0,1,1,1,10,30,2381,"SU",1,0.61,0.54,0.58,61,54,58,39,46,42
"406",3,6,0,0,0,1,10,40,1633,"SU",1,0.68,0.59,0.69,68,59,69,32,41,31
"407",3,7,0,0,0,1,10,50,1266,"SU",1,0.78,0.64,0.73,78,64,73,22,36,27
"408",3,8,0,0,0,1,10,60,883,"SU",1,0.7,0.75,0.77,70,75,77,30,25,23
"409",3,9,0,0,0,1,10,70,500,"SU",1,0.77,0.64,0.77,77,64,77,23,36,23
"410",3,10,0,0,0,1,10,80,516,"SU",1,0.82,0.78,0.78,82,78,78,18,22,22
"411",3,11,0,0,0,1,10,90,550,"SU",1,0.78,0.57,0.8,78,57,80,22,43,20
"412",3,12,0,0,0,1,10,100,633,"SU",1,0.79,0.69,0.76,79,69,76,21,31,24
"413",3,13,0,1,1,1,10,110,966,"SU",1,0.72,0.69,0.7,72,69,70,28,31,30
"414",3,14,0,0,0,1,10,120,450,"SU",1,0.87,0.79,0.79,87,79,79,13,21,21
"415",3,15,0,1,1,1,10,130,816,"SU",1,0.76,0.65,0.74,76,65,74,24,35,26
"416",3,16,0,1,1,1,10,140,783,"SU",1,0.71,0.7,0.74,71,70,74,29,30,26
"417",3,17,0,1,1,1,10,150,750,"SU",1,0.77,0.62,0.76,77,62,76,23,38,24
"418",3,18,0,0,0,1,10,160,650,"SU",1,0.83,0.76,0.82,83,76,82,17,24,18
"419",3,19,0,1,1,1,10,170,583,"SU",1,0.75,0.75,0.64,75,75,64,25,25,36
"420",3,20,0,0,1,0,0,170,2650,"SU",0,0.8,0.74,0.8,80,74,80,20,26,20
"421",3,21,0,1,1,1,10,180,733,"SU",1,0.73,0.68,0.74,73,68,74,27,32,26
"422",3,22,0,1,1,1,10,190,716,"SU",1,0.81,0.67,0.72,81,67,72,19,33,28
"423",3,23,0,1,1,1,10,200,600,"SU",1,0.73,0.7,0.79,73,70,79,27,30,21
"424",3,24,0,0,0,1,10,210,733,"SU",1,0.75,0.76,0.65,75,76,65,25,24,35
"425",3,25,0,1,1,1,10,220,1116,"SU",1,0.84,0.73,0.75,84,73,75,16,27,25
"426",3,26,0,0,1,0,0,220,1567,"SU",0,0.74,0.66,0.73,74,66,73,26,34,27
"427",3,27,0,1,1,1,10,230,750,"SU",1,0.79,0.64,0.81,79,64,81,21,36,19
"428",3,28,0,1,1,1,10,240,700,"SU",1,0.78,0.71,0.79,78,71,79,22,29,21
"429",3,29,0,0,0,1,10,250,566,"SU",1,0.75,0.75,0.77,75,75,77,25,25,23
"430",3,30,0,0,0,1,10,260,516,"SU",1,0.76,0.75,0.73,76,75,73,24,25,27
"431",3,31,0,1,1,1,10,270,783,"SU",1,0.76,0.78,0.84,76,78,84,24,22,16
"432",3,32,0,1,1,1,10,280,433,"SU",1,0.8,0.75,0.81,80,75,81,20,25,19
"433",3,33,0,1,1,1,10,290,566,"SU",1,0.76,0.69,0.77,76,69,77,24,31,23
"434",3,34,0,0,0,1,10,300,700,"SU",1,0.78,0.76,0.78,78,76,78,22,24,22
"435",3,35,0,0,0,1,10,310,500,"SU",1,0.77,0.69,0.75,77,69,75,23,31,25
"436",3,36,0,1,1,1,10,320,666,"SU",1,0.81,0.73,0.72,81,73,72,19,27,28
"437",3,37,0,0,0,1,10,330,1016,"SU",1,0.82,0.71,0.79,82,71,79,18,29,21
"438",3,38,0,1,1,1,10,340,466,"SU",1,0.79,0.74,0.74,79,74,74,21,26,26
"439",3,39,0,1,1,1,10,350,616,"SU",1,0.75,0.74,0.76,75,74,76,25,26,24
"440",3,40,0,0,0,1,10,360,500,"SU",1,0.77,0.77,0.66,77,77,66,23,23,34
"441",3,41,0,1,1,1,10,370,616,"SU",1,0.69,0.73,0.78,69,73,78,31,27,22
"442",3,42,0,1,1,1,10,380,550,"SU",1,0.87,0.71,0.79,87,71,79,13,29,21
"443",3,43,0,1,1,1,10,390,533,"SU",1,0.83,0.78,0.81,83,78,81,17,22,19
"444",3,44,0,0,0,1,10,400,650,"SU",1,0.81,0.75,0.71,81,75,71,19,25,29
"445",3,45,0,1,1,1,10,410,800,"SU",1,0.7,0.77,0.76,70,77,76,30,23,24
"446",3,46,0,1,1,1,10,420,516,"SU",1,0.87,0.82,0.8,87,82,80,13,18,20
"447",3,47,0,0,0,1,10,430,600,"SU",1,0.76,0.64,0.81,76,64,81,24,36,19
"448",3,48,0,1,0,0,0,430,616,"SU",0,0.78,0.76,0.7,78,76,70,22,24,30
"449",3,49,0,1,1,1,10,440,750,"SU",1,0.79,0.76,0.86,79,76,86,21,24,14
"450",3,50,0,0,0,1,10,450,566,"SU",1,0.75,0.7,0.75,75,70,75,25,30,25
"451",3,51,0,1,1,1,10,460,800,"SU",1,0.8,0.7,0.74,80,70,74,20,30,26
"452",3,52,0,1,1,1,10,470,783,"SU",1,0.77,0.77,0.74,77,77,74,23,23,26
"453",3,53,0,0,0,1,10,480,633,"SU",1,0.76,0.71,0.78,76,71,78,24,29,22
"454",3,54,0,0,0,1,10,490,466,"SU",1,0.74,0.76,0.75,74,76,75,26,24,25
"455",3,55,0,1,1,1,10,500,483,"SU",1,0.77,0.71,0.78,77,71,78,23,29,22
"456",3,56,0,0,0,1,10,510,950,"SU",1,0.88,0.81,0.78,88,81,78,12,19,22
"457",3,57,0,0,0,1,10,520,533,"SU",1,0.79,0.73,0.68,79,73,68,21,27,32
"458",3,58,0,1,1,1,10,530,666,"SU",1,0.75,0.72,0.8,75,72,80,25,28,20
"459",3,59,0,0,1,0,0,530,566,"SU",0,0.81,0.69,0.85,81,69,85,19,31,15
"460",3,60,0,1,1,1,10,540,850,"SU",1,0.74,0.73,0.8,74,73,80,26,27,20
"461",3,61,0,0,0,1,10,550,516,"SU",1,0.77,0.73,0.81,77,73,81,23,27,19
"462",3,62,0,0,0,1,10,560,500,"SU",1,0.84,0.7,0.83,84,70,83,16,30,17
"463",3,63,0,1,0,0,0,560,7016,"SU",0,0.8,0.78,0.84,80,78,84,20,22,16
"464",3,64,0,1,1,1,10,570,2933,"SU",1,0.77,0.75,0.86,77,75,86,23,25,14
"465",3,65,0,0,0,1,10,580,1516,"SU",1,0.86,0.71,0.75,86,71,75,14,29,25
"466",3,66,0,0,1,0,0,580,800,"SU",0,0.7,0.75,0.75,70,75,75,30,25,25
"467",3,67,0,1,1,1,10,590,533,"SU",1,0.79,0.74,0.79,79,74,79,21,26,21
"468",3,68,0,1,1,1,10,600,666,"SU",1,0.8,0.7,0.7,80,70,70,20,30,30
"469",3,69,0,0,0,1,10,610,1000,"SU",1,0.75,0.72,0.78,75,72,78,25,28,22
"470",3,70,0,1,1,1,10,620,700,"SU",1,0.82,0.76,0.72,82,76,72,18,24,28
"471",3,71,0,0,1,0,0,620,1033,"SU",0,0.81,0.68,0.79,81,68,79,19,32,21
"472",3,72,0,0,0,1,10,630,650,"SU",1,0.69,0.83,0.79,69,83,79,31,17,21
"473",3,73,0,0,0,1,10,640,433,"SU",1,0.76,0.77,0.76,76,77,76,24,23,24
"474",3,74,0,0,0,1,10,650,516,"SU",1,0.78,0.85,0.73,78,85,73,22,15,27
"475",3,75,0,0,0,1,10,660,550,"SU",1,0.75,0.74,0.82,75,74,82,25,26,18
"476",3,76,0,1,0,0,0,660,1166,"SU",0,0.75,0.7,0.81,75,70,81,25,30,19
"477",3,77,0,0,1,0,0,660,866,"SU",0,0.66,0.83,0.76,66,83,76,34,17,24
"478",3,78,0,1,0,0,0,660,850,"SU",0,0.73,0.72,0.73,73,72,73,27,28,27
"479",3,79,0,1,1,1,10,670,1033,"SU",1,0.7,0.71,0.7,70,71,70,30,29,30
"480",3,80,0,0,1,0,0,670,1050,"SU",0,0.82,0.74,0.79,82,74,79,18,26,21
"481",3,81,0,1,0,0,0,670,1683,"SU",0,0.75,0.78,0.75,75,78,75,25,22,25
"482",3,82,0,1,1,1,10,680,733,"SU",1,0.78,0.7,0.78,78,70,78,22,30,22
"483",3,83,0,0,1,0,0,680,666,"SU",0,0.75,0.79,0.75,75,79,75,25,21,25
"484",3,84,0,1,1,1,10,690,783,"SU",1,0.7,0.78,0.71,70,78,71,30,22,29
"485",3,85,0,1,0,0,0,690,1133,"SU",0,0.83,0.64,0.81,83,64,81,17,36,19
"486",3,86,0,1,1,1,10,700,900,"SU",1,0.75,0.68,0.83,75,68,83,25,32,17
"487",3,87,0,0,0,1,10,710,983,"SU",1,0.76,0.72,0.82,76,72,82,24,28,18
"488",3,88,0,1,1,1,10,720,583,"SU",1,0.83,0.68,0.74,83,68,74,17,32,26
"489",3,89,0,0,0,1,10,730,616,"SU",1,0.78,0.78,0.83,78,78,83,22,22,17
"490",3,90,0,0,0,1,10,740,666,"SU",1,0.78,0.79,0.76,78,79,76,22,21,24
"491",3,91,0,0,0,1,10,750,550,"SU",1,0.79,0.78,0.81,79,78,81,21,22,19
"492",3,92,0,0,0,1,10,760,750,"SU",1,0.75,0.69,0.79,75,69,79,25,31,21
"493",3,93,0,1,0,0,0,760,600,"SU",0,0.74,0.74,0.75,74,74,75,26,26,25
"494",3,94,0,0,0,1,10,770,1050,"SU",1,0.8,0.63,0.69,80,63,69,20,37,31
"495",3,95,0,1,1,1,10,780,816,"SU",1,0.75,0.7,0.76,75,70,76,25,30,24
"496",3,96,0,1,0,0,0,780,1166,"SU",0,0.78,0.68,0.81,78,68,81,22,32,19
"497",3,97,0,1,1,1,10,790,766,"SU",1,0.74,0.78,0.78,74,78,78,26,22,22
"498",3,98,0,1,1,1,10,800,683,"SU",1,0.82,0.83,0.69,82,83,69,18,17,31
"499",3,99,0,0,1,0,0,800,8650,"SU",0,0.7,0.73,0.7,70,73,70,30,27,30
"500",3,100,0,0,1,0,0,800,716,"SU",0,0.73,0.76,0.77,73,76,77,27,24,23
"501",3,101,1,1,0,0,0,800,583,"SU",0,0.18,0.22,0.22,18,22,22,82,78,78
"502",3,102,1,1,1,1,10,810,600,"SU",1,0.33,0.29,0.25,33,29,25,67,71,75
"503",3,103,1,1,0,0,0,810,1250,"SU",0,0.49,0.32,0.29,49,32,29,51,68,71
"504",3,104,1,1,1,1,10,820,1583,"SU",1,0.59,0.4,0.5,59,40,50,41,60,50
"505",3,105,1,1,0,0,0,820,600,"SU",0,0.59,0.4,0.49,59,40,49,41,60,51
"506",3,106,1,0,1,0,0,820,1400,"SU",0,0.22,0.23,0.28,22,23,28,78,77,72
"507",3,107,1,1,0,0,0,820,3983,"SU",0,0.67,0.42,0.65,67,42,65,33,58,35
"508",3,108,1,0,0,1,10,830,2150,"SU",1,0.41,0.33,0.26,41,33,26,59,67,74
"509",3,109,1,1,1,1,10,840,566,"SU",1,0.72,0.32,0.7,72,32,70,28,68,30
"510",3,110,1,1,1,1,10,850,866,"SU",1,0.65,0.39,0.74,65,39,74,35,61,26
"511",3,111,1,0,1,0,0,850,916,"SU",0,0.49,0.32,0.32,49,32,32,51,68,68
"512",3,112,1,1,1,1,10,860,883,"SU",1,0.71,0.55,0.64,71,55,64,29,45,36
"513",3,113,1,0,1,0,0,860,1583,"SU",0,0.65,0.34,0.35,65,34,35,35,66,65
"514",3,114,1,1,1,1,10,870,1866,"SU",1,0.8,0.65,0.65,80,65,65,20,35,35
"515",3,115,1,1,1,1,10,880,816,"SU",1,0.87,0.6,0.72,87,60,72,13,40,28
"516",3,116,1,0,0,1,10,890,1233,"SU",1,0.53,0.43,0.57,53,43,57,47,57,43
"517",3,117,1,1,1,1,10,900,933,"SU",1,0.81,0.59,0.83,81,59,83,19,41,17
"518",3,118,1,0,0,1,10,910,683,"SU",1,0.69,0.49,0.57,69,49,57,31,51,43
"519",3,119,1,1,1,1,10,920,1233,"SU",1,0.77,0.64,0.75,77,64,75,23,36,25
"520",3,120,1,0,0,1,10,930,1533,"SU",1,0.77,0.58,0.58,77,58,58,23,42,42
"521",3,121,1,0,0,1,10,940,1700,"SU",1,0.76,0.69,0.64,76,69,64,24,31,36
"522",3,122,1,1,1,1,10,950,950,"SU",1,0.82,0.74,0.72,82,74,72,18,26,28
"523",3,123,1,1,1,1,10,960,916,"SU",1,0.77,0.69,0.72,77,69,72,23,31,28
